,Pclass,SibSp,Parch,Age_true,AgeGroup,FareGroup,CabinLvl,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Mr,Title_Mrs,Title_Ms,Title_Noble,Survived
386,3,5,2,1,0,4,0,0,0,1,1,0,0,0,0,0
863,3,8,2,0,2,4,0,0,0,1,0,0,0,1,0,0
509,3,0,0,1,3,4,0,0,0,1,0,1,0,0,0,1
267,3,1,0,1,3,0,0,0,0,1,0,1,0,0,0,1
732,2,0,0,0,3,2,0,0,0,1,0,1,0,0,0,0
441,3,0,0,1,2,1,0,0,0,1,0,1,0,0,0,0
496,1,1,0,1,5,4,4,1,0,0,0,0,0,1,0,1
112,3,0,0,1,2,1,0,0,0,1,0,1,0,0,0,0
232,2,0,0,1,5,2,0,0,0,1,0,1,0,0,0,0
774,2,1,3,1,5,2,0,0,0,1,0,0,1,0,0,1
607,1,0,0,1,3,3,0,0,0,1,0,1,0,0,0,1
671,1,1,0,1,3,4,6,0,0,1,0,1,0,0,0,0
373,1,0,0,1,2,5,0,1,0,0,0,1,0,0,0,0
872,1,0,0,1,3,0,6,0,0,1,0,1,0,0,0,0
751,3,0,1,1,0,2,3,0,0,1,1,0,0,0,0,1
233,3,4,2,1,0,3,0,0,0,1,0,0,0,1,0,1
806,1,0,0,1,4,4,7,0,0,1,0,1,0,0,0,0
676,3,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0
317,2,0,0,1,5,2,0,0,0,1,0,0,0,0,1,0
648,3,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0
410,3,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0
798,3,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0
358,3,0,0,0,2,1,0,0,1,0,0,0,0,1,0,1
258,1,0,0,1,4,5,0,1,0,0,0,0,0,1,0,1
627,1,0,0,1,2,4,4,0,0,1,0,0,0,1,0,1
632,1,0,0,1,3,3,6,1,0,0,0,0,0,0,1,1
282,3,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
376,3,0,0,1,2,0,0,0,0,1,0,0,0,1,0,1
384,3,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0
224,1,1,0,1,4,4,5,0,0,1,0,1,0,0,0,1
846,3,8,2,0,3,4,0,0,0,1,0,1,0,0,0,0
728,2,1,0,1,3,3,0,0,0,1,0,1,0,0,0,0
472,2,1,2,1,3,3,0,0,0,1,0,0,1,0,0,1
347,3,1,0,0,4,2,0,0,0,1,0,0,1,0,0,1
505,1,1,0,1,2,5,5,1,0,0,0,1,0,0,0,0
639,3,1,0,0,3,2,0,0,0,1,0,1,0,0,0,0
878,3,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0
824,3,4,1,1,0,3,0,0,0,1,1,0,0,0,0,0
803,3,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1
619,2,0,0,1,3,1,0,0,0,1,0,1,0,0,0,0
761,3,0,0,1,4,0,0,0,0,1,0,1,0,0,0,0
645,1,1,0,1,4,4,4,1,0,0,0,1,0,0,0,1
754,2,1,2,1,4,4,0,0,0,1,0,0,1,0,0,1
556,1,1,0,1,4,3,7,1,0,0,0,0,0,0,1,1
850,3,4,2,1,0,3,0,0,0,1,1,0,0,0,0,0
577,1,1,0,1,4,4,3,0,0,1,0,0,1,0,0,1
85,3,3,0,1,3,2,0,0,0,1,0,0,1,0,0,1
242,2,0,0,1,3,1,0,0,0,1,0,1,0,0,0,0
698,1,1,1,1,4,5,5,1,0,0,0,1,0,0,0,0
159,3,8,2,0,0,4,0,0,0,1,1,0,0,0,0,0
524,3,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0
35,1,1,0,1,4,4,0,0,0,1,0,1,0,0,0,0
540,1,0,2,1,4,4,6,0,0,1,0,0,0,1,0,1
170,1,0,0,1,5,3,6,0,0,1,0,1,0,0,0,0
654,3,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0
786,3,0,0,1,2,0,0,0,0,1,0,0,0,1,0,1
755,2,1,1,1,0,2,0,0,0,1,1,0,0,0,0,1
838,3,0,0,1,3,4,0,0,0,1,0,1,0,0,0,1
95,3,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0
563,3,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0
240,3,1,0,0,2,2,0,1,0,0,0,0,0,1,0,0
574,3,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
690,1,1,0,1,3,4,6,0,0,1,0,1,0,0,0,1
460,1,0,0,1,4,3,3,0,0,1,0,1,0,0,0,1
553,3,0,0,1,2,0,0,1,0,0,0,1,0,0,0,1
780,3,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1
206,3,1,0,1,3,2,0,0,0,1,0,1,0,0,0,0
392,3,2,0,1,3,1,0,0,0,1,0,1,0,0,0,0
397,2,0,0,1,4,3,0,0,0,1,0,1,0,0,0,0
756,3,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0
217,2,1,0,1,4,3,0,0,0,1,0,1,0,0,0,0
4,3,0,0,1,4,1,0,0,0,1,0,1,0,0,0,0
642,3,3,2,1,0,3,0,0,0,1,0,0,0,1,0,0
797,3,0,0,1,3,1,0,0,0,1,0,0,1,0,0,1
612,3,1,0,0,2,2,0,0,1,0,0,0,0,1,0,1
738,3,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0
546,2,1,0,1,2,3,0,0,0,1,0,0,1,0,0,1
725,3,0,0,1,2,1,0,0,0,1,0,1,0,0,0,0
683,3,5,2,1,1,4,0,0,0,1,0,1,0,0,0,0
98,2,0,1,1,3,2,0,0,0,1,0,0,1,0,0,1
727,3,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1
573,3,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1
406,3,0,0,1,5,0,0,0,0,1,0,1,0,0,0,0
502,3,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0
47,3,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1
32,3,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1
200,3,0,0,1,3,1,0,0,0,1,0,1,0,0,0,0
134,2,0,0,1,3,2,0,0,0,1,0,1,0,0,0,0
27,1,3,2,1,2,5,5,0,0,1,0,1,0,0,0,0
847,3,0,0,1,4,1,0,1,0,0,0,1,0,0,0,0
230,1,1,0,1,4,4,5,0,0,1,0,0,1,0,0,1
489,3,1,1,1,0,2,0,0,0,1,1,0,0,0,0,1
378,3,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0
288,2,0,0,1,4,2,0,0,0,1,0,1,0,0,0,1
418,2,0,0,1,3,2,0,0,0,1,0,1,0,0,0,0
674,2,0,0,0,3,2,0,0,0,1,0,1,0,0,0,0
391,3,0,0,1,2,0,0,0,0,1,0,1,0,0,0,1
592,3,0,0,1,4,0,0,0,0,1,0,1,0,0,0,0
498,1,1,2,1,3,5,5,0,0,1,0,0,1,0,0,0
138,3,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
62,1,1,0,1,4,4,5,0,0,1,0,1,0,0,0,0
471,3,0,0,1,4,1,0,0,0,1,0,1,0,0,0,0
647,1,0,0,1,5,3,7,1,0,0,0,0,0,0,1,1
128,3,1,1,0,2,2,2,1,0,0,0,0,0,1,0,1
867,1,0,0,1,3,4,7,0,0,1,0,1,0,0,0,0
520,1,0,0,1,3,4,6,0,0,1,0,0,0,1,0,1
64,1,0,0,0,3,3,0,1,0,0,0,1,0,0,0,0
14,3,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0
156,3,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1
40,3,1,0,1,4,1,0,0,0,1,0,0,1,0,0,0
492,1,0,0,1,5,3,5,0,0,1,0,1,0,0,0,0
379,3,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0
187,1,0,0,1,4,3,0,0,0,1,0,1,0,0,0,1
763,1,1,2,1,4,5,6,0,0,1,0,0,1,0,0,1
216,3,0,0,1,3,1,0,0,0,1,0,0,0,1,0,1
52,1,1,0,1,4,4,4,1,0,0,0,0,1,0,0,1
337,1,0,0,1,4,5,3,1,0,0,0,0,0,1,0,1
748,1,1,0,1,2,4,4,0,0,1,0,1,0,0,0,0
719,3,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0
724,1,1,0,1,3,4,3,0,0,1,0,1,0,0,0,1
295,1,0,0,0,3,3,0,1,0,0,0,1,0,0,0,0
701,1,0,0,1,4,3,3,0,0,1,0,1,0,0,0,1
251,3,1,1,1,3,1,1,0,0,1,0,0,1,0,0,0
726,2,3,0,1,3,2,0,0,0,1,0,0,1,0,0,1
461,3,0,0,1,3,1,0,0,0,1,0,1,0,0,0,0
455,3,0,0,1,3,1,0,1,0,0,0,1,0,0,0,1
887,1,0,0,1,2,3,6,0,0,1,0,0,0,1,0,1
269,1,0,0,1,4,5,5,0,0,1,0,0,0,1,0,1
201,3,8,2,0,3,4,0,0,0,1,0,1,0,0,0,0
161,2,0,0,1,4,2,0,0,0,1,0,0,1,0,0,1
555,1,0,0,1,5,3,0,0,0,1,0,1,0,0,0,0
729,3,1,0,1,3,1,0,0,0,1,0,0,0,1,0,0
401,3,0,0,1,3,1,0,0,0,1,0,1,0,0,0,0
702,3,0,1,1,2,2,0,1,0,0,0,0,0,1,0,0
476,2,1,0,1,3,2,0,0,0,1,0,1,0,0,0,0
771,3,0,0,1,4,1,0,0,0,1,0,1,0,0,0,0
105,3,0,0,1,3,1,0,0,0,1,0,1,0,0,0,0
565,3,2,0,1,2,3,0,0,0,1,0,1,0,0,0,0
389,2,0,0,1,1,2,0,1,0,0,0,0,0,1,0,1
1,1,1,0,1,4,4,5,1,0,0,0,0,1,0,0,1
832,3,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0
561,3,0,0,1,4,1,0,0,0,1,0,1,0,0,0,0
80,3,0,0,1,2,1,0,0,0,1,0,1,0,0,0,0
205,3,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0
34,1,1,0,1,3,4,0,1,0,0,0,1,0,0,0,0
775,3,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0
508,3,0,0,1,3,2,0,0,0,1,0,1,0,0,0,0
427,2,0,0,1,2,3,0,0,0,1,0,0,0,1,0,1
454,3,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0
366,1,1,0,1,5,4,4,1,0,0,0,0,1,0,0,1
91,3,0,0,1,2,1,0,0,0,1,0,1,0,0,0,0
339,1,0,0,1,4,3,8,0,0,1,0,1,0,0,0,0
564,3,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0
345,2,0,0,1,2,2,2,0,0,1,0,0,0,1,0,1
776,3,0,0,0,3,0,2,0,1,0,0,1,0,0,0,0
241,3,1,0,0,2,2,0,0,1,0,0,0,0,1,0,1
13,3,1,5,1,4,3,0,0,0,1,0,1,0,0,0,0
315,3,0,0,1,3,1,0,0,0,1,0,0,0,1,0,1
600,2,2,1,1,2,3,0,0,0,1,0,0,1,0,0,1
387,2,0,0,1,4,2,0,0,0,1,0,0,0,1,0,1
273,1,0,1,1,4,3,5,1,0,0,0,1,0,0,0,0
166,1,0,1,0,4,4,3,0,0,1,0,0,1,0,0,1
883,2,0,0,1,3,1,0,0,0,1,0,1,0,0,0,0
646,3,0,0,1,2,1,0,0,0,1,0,1,0,0,0,0
818,3,0,0,1,4,0,0,0,0,1,0,1,0,0,0,0
484,1,1,0,1,3,4,6,1,0,0,0,1,0,0,0,1
873,3,0,0,1,4,1,0,0,0,1,0,1,0,0,0,0
504,1,0,0,1,1,4,6,0,0,1,0,0,0,1,0,1
831,2,1,1,1,0,2,0,0,0,1,1,0,0,0,0,1
243,3,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0
566,3,0,0,1,2,1,0,0,0,1,0,1,0,0,0,0
562,2,0,0,1,3,2,0,0,0,1,0,1,0,0,0,0
686,3,4,1,1,1,3,0,0,0,1,0,1,0,0,0,0
189,3,0,0,1,4,1,0,0,0,1,0,1,0,0,0,0
782,1,0,0,1,3,3,4,0,0,1,0,1,0,0,0,0
699,3,0,0,1,4,0,2,0,0,1,0,1,0,0,0,0
475,1,0,0,0,3,4,7,0,0,1,0,1,0,0,0,0
681,1,0,0,1,3,4,4,1,0,0,0,1,0,0,0,1
510,3,0,0,1,3,0,0,0,1,0,0,1,0,0,0,1
58,2,1,2,1,0,3,0,0,0,1,0,0,0,1,0,1
474,3,0,0,1,2,1,0,0,0,1,0,0,0,1,0,0
560,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0
747,2,0,0,1,3,2,0,0,0,1,0,0,0,1,0,1
252,1,0,0,1,5,3,5,0,0,1,0,1,0,0,0,0
21,2,0,0,1,3,2,4,0,0,1,0,1,0,0,0,1
313,3,0,0,1,3,1,0,0,0,1,0,1,0,0,0,0
459,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0
160,3,0,1,1,4,2,0,0,0,1,0,1,0,0,0,0
276,3,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0
191,2,0,0,1,2,2,0,0,0,1,0,1,0,0,0,0
385,2,0,0,1,2,4,0,0,0,1,0,1,0,0,0,0
805,3,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0
413,2,0,0,0,3,2,0,0,0,1,0,1,0,0,0,0
491,3,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0
343,2,0,0,1,3,2,0,0,0,1,0,1,0,0,0,0
769,3,0,0,1,3,1,0,0,0,1,0,1,0,0,0,0
308,2,1,0,1,3,3,0,1,0,0,0,1,0,0,0,0
661,3,0,0,1,4,0,0,1,0,0,0,1,0,0,0,0
130,3,0,0,1,3,1,0,1,0,0,0,1,0,0,0,0
663,3,0,0,1,4,0,0,0,0,1,0,1,0,0,0,0
871,1,1,1,1,4,4,4,0,0,1,0,0,1,0,0,1
99,2,1,0,1,3,3,0,0,0,1,0,1,0,0,0,0
372,3,0,0,1,2,1,0,0,0,1,0,1,0,0,0,0
87,3,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0
458,2,0,0,1,5,1,0,0,0,1,0,0,0,1,0,1
330,3,2,0,0,2,3,0,0,1,0,0,0,0,1,0,1
214,3,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0
466,2,0,0,0,3,2,0,0,0,1,0,1,0,0,0,0
121,3,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0
614,3,0,0,1,4,1,0,0,0,1,0,1,0,0,0,0
20,2,0,0,1,4,3,0,0,0,1,0,1,0,0,0,0
700,1,1,0,1,2,5,5,1,0,0,0,0,1,0,0,1
71,3,5,2,1,1,4,0,0,0,1,0,0,0,1,0,0
106,3,0,0,1,2,0,0,0,0,1,0,0,0,1,0,1
270,1,0,0,0,3,3,0,0,0,1,0,1,0,0,0,0
860,3,2,0,1,4,2,0,0,0,1,0,1,0,0,0,0
435,1,1,2,1,1,5,6,0,0,1,0,0,0,1,0,1
102,1,0,1,1,2,4,4,0,0,1,0,1,0,0,0,0
