,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,Age_true,AgeGroup,Familysize,Ticketsize,FareGroup,CabinLvl
305,1,1,male,0.0,1,2,151.55,S,Master,True,Kids,3,4,Very Expensive,C
306,1,1,female,22.0,0,0,110.8833,C,Ms,False,Young Adults,0,4,Very Expensive,XX
307,1,1,female,17.0,1,0,108.9,C,Mrs,True,Teenagers,1,2,Very Expensive,C
308,0,2,male,30.0,1,0,24.0,C,Mr,True,Adults,1,2,Average,XX
309,1,1,female,30.0,0,0,56.9292,C,Ms,True,Adults,0,2,Expensive,E
310,1,1,female,24.0,0,0,83.1583,C,Ms,True,Young Adults,0,2,Expensive,C
311,1,1,female,18.0,2,2,262.375,C,Ms,True,Young Adults,4,2,Very Expensive,B
312,0,2,female,26.0,1,1,26.0,S,Mrs,True,Adults,2,1,Average,XX
313,0,3,male,28.0,0,0,7.8958,S,Mr,True,Adults,0,1,Cheap,XX
314,0,2,male,43.0,1,1,26.25,S,Mr,True,Middle-aged,2,3,Average,XX
315,1,3,female,26.0,0,0,7.8542,S,Ms,True,Adults,0,1,Cheap,XX
316,1,2,female,24.0,1,0,26.0,S,Mrs,True,Young Adults,1,2,Average,XX
317,0,2,male,54.0,0,0,14.0,S,Noble,True,Seniors,0,1,Normal,XX
318,1,1,female,31.0,0,2,164.8667,S,Ms,True,Adults,2,2,Very Expensive,C
319,1,1,female,40.0,1,1,134.5,C,Mrs,True,Middle-aged,2,2,Very Expensive,E
320,0,3,male,22.0,0,0,7.25,S,Mr,True,Young Adults,0,1,Very Cheap,XX
321,0,3,male,27.0,0,0,7.8958,S,Mr,True,Adults,0,1,Cheap,XX
322,1,2,female,30.0,0,0,12.35,Q,Ms,True,Adults,0,1,Normal,XX
323,1,2,female,22.0,1,1,29.0,S,Mrs,True,Young Adults,2,2,Average,XX
324,0,3,male,32.0,8,2,69.55,S,Mr,False,Adults,10,7,Expensive,XX
325,1,1,female,36.0,0,0,135.6333,C,Ms,True,Middle-aged,0,3,Very Expensive,C
326,0,3,male,61.0,0,0,6.2375,S,Mr,True,Seniors,0,1,Very Cheap,XX
327,1,2,female,36.0,0,0,13.0,S,Mrs,True,Middle-aged,0,1,Normal,D
328,1,3,female,31.0,1,1,20.525,S,Mrs,True,Adults,2,3,Normal,XX
329,1,1,female,16.0,0,1,57.9792,C,Ms,True,Teenagers,1,2,Expensive,B
330,1,3,female,22.0,2,0,23.25,Q,Ms,False,Young Adults,2,2,Average,XX
331,0,1,male,45.0,0,0,28.5,S,Mr,False,Middle-aged,0,1,Average,C
332,0,1,male,38.0,0,1,153.4625,S,Mr,True,Middle-aged,1,3,Very Expensive,C
333,0,3,male,16.0,2,0,18.0,S,Mr,True,Teenagers,2,2,Normal,XX
334,1,1,female,35.0,1,0,133.65,S,Mrs,False,Middle-aged,1,2,Very Expensive,XX
335,0,3,male,32.0,0,0,7.8958,S,Mr,False,Adults,0,1,Cheap,XX
336,0,1,male,29.0,1,0,66.6,S,Mr,True,Adults,1,2,Expensive,C
337,1,1,female,41.0,0,0,134.5,C,Ms,True,Middle-aged,0,2,Very Expensive,E
338,1,3,male,45.0,0,0,8.05,S,Mr,True,Middle-aged,0,1,Cheap,XX
339,0,1,male,45.0,0,0,35.5,S,Mr,True,Middle-aged,0,1,Average,T
340,1,2,male,2.0,1,1,26.0,S,Master,True,Kids,2,3,Average,F
341,1,1,female,24.0,3,2,263.0,S,Ms,True,Young Adults,5,4,Very Expensive,C
342,0,2,male,28.0,0,0,13.0,S,Mr,True,Adults,0,1,Normal,XX
343,0,2,male,25.0,0,0,13.0,S,Mr,True,Adults,0,1,Normal,XX
344,0,2,male,36.0,0,0,13.0,S,Mr,True,Middle-aged,0,1,Normal,XX
345,1,2,female,24.0,0,0,13.0,S,Ms,True,Young Adults,0,1,Normal,F
346,1,2,female,40.0,0,0,13.0,S,Ms,True,Middle-aged,0,1,Normal,XX
347,1,3,female,35.0,1,0,16.1,S,Mrs,False,Middle-aged,1,1,Normal,XX
348,1,3,male,3.0,1,1,15.9,S,Master,True,Kids,2,2,Normal,XX
349,0,3,male,42.0,0,0,8.6625,S,Mr,True,Middle-aged,0,1,Cheap,XX
350,0,3,male,23.0,0,0,9.225,S,Mr,True,Young Adults,0,1,Cheap,XX
351,0,1,male,32.0,0,0,35.0,S,Mr,False,Adults,0,1,Average,C
352,0,3,male,15.0,1,1,7.2292,C,Mr,True,Teenagers,2,1,Very Cheap,XX
353,0,3,male,25.0,1,0,17.8,S,Mr,True,Adults,1,2,Normal,XX
354,0,3,male,32.0,0,0,7.225,C,Mr,False,Adults,0,1,Very Cheap,XX
355,0,3,male,28.0,0,0,9.5,S,Mr,True,Adults,0,1,Cheap,XX
356,1,1,female,22.0,0,1,55.0,S,Ms,True,Young Adults,1,2,Expensive,E
357,0,2,female,38.0,0,0,13.0,S,Ms,True,Middle-aged,0,1,Normal,XX
358,1,3,female,22.0,0,0,7.8792,Q,Ms,False,Young Adults,0,1,Cheap,XX
359,1,3,female,22.0,0,0,7.8792,Q,Ms,False,Young Adults,0,1,Cheap,XX
360,0,3,male,40.0,1,4,27.9,S,Mr,True,Middle-aged,5,6,Average,XX
361,0,2,male,29.0,1,0,27.7208,C,Mr,True,Adults,1,1,Average,XX
362,0,3,female,45.0,0,1,14.4542,C,Mrs,True,Middle-aged,1,2,Normal,XX
363,0,3,male,35.0,0,0,7.05,S,Mr,True,Middle-aged,0,1,Very Cheap,XX
364,0,3,male,32.0,1,0,15.5,Q,Mr,False,Adults,1,2,Normal,XX
365,0,3,male,30.0,0,0,7.25,S,Mr,True,Adults,0,1,Very Cheap,XX
366,1,1,female,60.0,1,0,75.25,C,Mrs,True,Seniors,1,1,Expensive,D
367,1,3,female,35.0,0,0,7.2292,C,Mrs,False,Middle-aged,0,1,Very Cheap,XX
368,1,3,female,22.0,0,0,7.75,Q,Ms,False,Young Adults,0,1,Very Cheap,XX
369,1,1,female,24.0,0,0,69.3,C,Mrs,True,Young Adults,0,2,Expensive,B
370,1,1,male,25.0,1,0,55.4417,C,Mr,True,Adults,1,1,Expensive,E
371,0,3,male,18.0,1,0,6.4958,S,Mr,True,Young Adults,1,1,Very Cheap,XX
372,0,3,male,19.0,0,0,8.05,S,Mr,True,Young Adults,0,1,Cheap,XX
373,0,1,male,22.0,0,0,135.6333,C,Mr,True,Young Adults,0,3,Very Expensive,XX
374,0,3,female,3.0,3,1,21.075,S,Ms,True,Kids,4,4,Normal,XX
375,1,1,female,35.0,1,0,82.1708,C,Mrs,False,Middle-aged,1,2,Expensive,XX
376,1,3,female,22.0,0,0,7.25,S,Ms,True,Young Adults,0,1,Very Cheap,XX
377,0,1,male,27.0,0,2,211.5,C,Mr,True,Adults,2,1,Very Expensive,C
378,0,3,male,20.0,0,0,4.0125,C,Mr,True,Young Adults,0,1,Very Cheap,XX
379,0,3,male,19.0,0,0,7.775,S,Mr,True,Young Adults,0,1,Very Cheap,XX
380,1,1,female,42.0,0,0,227.525,C,Ms,True,Middle-aged,0,4,Very Expensive,XX
381,1,3,female,1.0,0,2,15.7417,C,Ms,True,Kids,2,2,Normal,XX
382,0,3,male,32.0,0,0,7.925,S,Mr,True,Adults,0,1,Cheap,XX
383,1,1,female,35.0,1,0,52.0,S,Mrs,True,Middle-aged,1,2,Expensive,XX
384,0,3,male,32.0,0,0,7.8958,S,Mr,False,Adults,0,1,Cheap,XX
385,0,2,male,18.0,0,0,73.5,S,Mr,True,Young Adults,0,5,Expensive,XX
386,0,3,male,1.0,5,2,46.9,S,Master,True,Kids,7,6,Expensive,XX
387,1,2,female,36.0,0,0,13.0,S,Ms,True,Middle-aged,0,1,Normal,XX
388,0,3,male,32.0,0,0,7.7292,Q,Mr,False,Adults,0,1,Very Cheap,XX
389,1,2,female,17.0,0,0,12.0,C,Ms,True,Teenagers,0,1,Normal,XX
390,1,1,male,36.0,1,2,120.0,S,Mr,True,Middle-aged,3,4,Very Expensive,B
391,1,3,male,21.0,0,0,7.7958,S,Mr,True,Young Adults,0,1,Very Cheap,XX
392,0,3,male,28.0,2,0,7.925,S,Mr,True,Adults,2,1,Cheap,XX
393,1,1,female,23.0,1,0,113.275,C,Ms,True,Young Adults,1,3,Very Expensive,D
394,1,3,female,24.0,0,2,16.7,S,Mrs,True,Young Adults,2,2,Normal,G
395,0,3,male,22.0,0,0,7.7958,S,Mr,True,Young Adults,0,1,Very Cheap,XX
396,0,3,female,31.0,0,0,7.8542,S,Ms,True,Adults,0,1,Cheap,XX
397,0,2,male,46.0,0,0,26.0,S,Mr,True,Middle-aged,0,2,Average,XX
398,0,2,male,23.0,0,0,10.5,S,Noble,True,Young Adults,0,1,Cheap,XX
399,1,2,female,28.0,0,0,12.65,S,Mrs,True,Adults,0,1,Normal,XX
400,1,3,male,39.0,0,0,7.925,S,Mr,True,Middle-aged,0,1,Cheap,XX
401,0,3,male,26.0,0,0,8.05,S,Mr,True,Adults,0,1,Cheap,XX
402,0,3,female,21.0,1,0,9.825,S,Ms,True,Young Adults,1,1,Cheap,XX
403,0,3,male,28.0,1,0,15.85,S,Mr,True,Adults,1,2,Normal,XX
404,0,3,female,20.0,0,0,8.6625,S,Ms,True,Young Adults,0,1,Cheap,XX
405,0,2,male,34.0,1,0,21.0,S,Mr,True,Adults,1,1,Normal,XX
406,0,3,male,51.0,0,0,7.75,S,Mr,True,Seniors,0,1,Very Cheap,XX
407,1,2,male,3.0,1,1,18.75,S,Master,True,Kids,2,3,Normal,XX
408,0,3,male,21.0,0,0,7.775,S,Mr,True,Young Adults,0,1,Very Cheap,XX
409,0,3,female,22.0,3,1,25.4667,S,Ms,False,Young Adults,4,4,Average,XX
410,0,3,male,32.0,0,0,7.8958,S,Mr,False,Adults,0,1,Cheap,XX
411,0,3,male,32.0,0,0,6.8583,Q,Mr,False,Adults,0,1,Very Cheap,XX
412,1,1,female,33.0,1,0,90.0,Q,Ms,True,Adults,1,2,Expensive,C
413,0,2,male,32.0,0,0,20.662183152173913,S,Mr,False,Adults,0,3,Normal,XX
414,1,3,male,44.0,0,0,7.925,S,Mr,True,Middle-aged,0,1,Cheap,XX
415,0,3,female,35.0,0,0,8.05,S,Mrs,False,Middle-aged,0,1,Cheap,XX
416,1,2,female,34.0,1,1,32.5,S,Mrs,True,Adults,2,1,Average,XX
417,1,2,female,18.0,0,2,13.0,S,Ms,True,Young Adults,2,1,Normal,XX
418,0,2,male,30.0,0,0,13.0,S,Mr,True,Adults,0,1,Normal,XX
419,0,3,female,10.0,0,2,24.15,S,Ms,True,Kids,2,3,Average,XX
420,0,3,male,32.0,0,0,7.8958,C,Mr,False,Adults,0,1,Cheap,XX
421,0,3,male,21.0,0,0,7.7333,Q,Mr,True,Young Adults,0,1,Very Cheap,XX
422,0,3,male,29.0,0,0,7.875,S,Mr,True,Adults,0,1,Cheap,XX
423,0,3,female,28.0,1,1,14.4,S,Mrs,True,Adults,2,2,Normal,XX
424,0,3,male,18.0,1,1,20.2125,S,Mr,True,Young Adults,2,2,Normal,XX
425,0,3,male,32.0,0,0,7.25,S,Mr,False,Adults,0,1,Very Cheap,XX
426,1,2,female,28.0,1,0,26.0,S,Mrs,True,Adults,1,1,Average,XX
427,1,2,female,19.0,0,0,26.0,S,Ms,True,Young Adults,0,2,Average,XX
428,0,3,male,32.0,0,0,7.75,Q,Mr,False,Adults,0,1,Very Cheap,XX
429,1,3,male,32.0,0,0,8.05,S,Mr,True,Adults,0,1,Cheap,E
430,1,1,male,28.0,0,0,26.55,S,Mr,True,Adults,0,1,Average,C
431,1,3,female,35.0,1,0,16.1,S,Mrs,False,Middle-aged,1,2,Normal,XX
432,1,2,female,42.0,1,0,26.0,S,Mrs,True,Middle-aged,1,1,Average,XX
433,0,3,male,17.0,0,0,7.125,S,Mr,True,Teenagers,0,1,Very Cheap,XX
434,0,1,male,50.0,1,0,55.9,S,Mr,True,Seniors,1,2,Expensive,E
435,1,1,female,14.0,1,2,120.0,S,Ms,True,Teenagers,3,4,Very Expensive,B
436,0,3,female,21.0,2,2,34.375,S,Ms,True,Young Adults,4,4,Average,XX
437,1,2,female,24.0,2,3,18.75,S,Mrs,True,Young Adults,5,3,Normal,XX
438,0,1,male,64.0,1,4,263.0,S,Mr,True,Seniors,5,4,Very Expensive,C
439,0,2,male,31.0,0,0,10.5,S,Mr,True,Adults,0,1,Cheap,XX
440,1,2,female,45.0,1,1,26.25,S,Mrs,True,Middle-aged,2,3,Average,XX
441,0,3,male,20.0,0,0,9.5,S,Mr,True,Young Adults,0,1,Cheap,XX
442,0,3,male,25.0,1,0,7.775,S,Mr,True,Adults,1,1,Very Cheap,XX
443,1,2,female,28.0,0,0,13.0,S,Ms,True,Adults,0,1,Normal,XX
444,1,3,male,32.0,0,0,8.1125,S,Mr,False,Adults,0,1,Cheap,XX
445,1,1,male,4.0,0,2,81.8583,S,Master,True,Kids,2,1,Expensive,A
446,1,2,female,13.0,0,1,19.5,S,Ms,True,Teenagers,1,2,Normal,XX
447,1,1,male,34.0,0,0,26.55,S,Mr,True,Adults,0,1,Average,XX
448,1,3,female,5.0,2,1,19.2583,C,Ms,True,Kids,3,4,Normal,XX
449,1,1,male,52.0,0,0,30.5,S,Noble,True,Seniors,0,1,Average,C
450,0,2,male,36.0,1,2,27.75,S,Mr,True,Middle-aged,3,3,Average,XX
451,0,3,male,32.0,1,0,19.9667,S,Mr,False,Adults,1,1,Normal,XX
452,0,1,male,30.0,0,0,27.75,C,Mr,True,Adults,0,1,Average,C
453,1,1,male,49.0,1,0,89.1042,C,Mr,True,Middle-aged,1,2,Expensive,C
454,0,3,male,32.0,0,0,8.05,S,Mr,False,Adults,0,1,Cheap,XX
455,1,3,male,29.0,0,0,7.8958,C,Mr,True,Adults,0,1,Cheap,XX
456,0,1,male,65.0,0,0,26.55,S,Mr,True,Seniors,0,1,Average,E
457,1,1,female,35.0,1,0,51.8625,S,Mrs,False,Middle-aged,1,1,Expensive,D
458,1,2,female,50.0,0,0,10.5,S,Ms,True,Seniors,0,1,Cheap,XX
459,0,3,male,32.0,0,0,7.75,Q,Mr,False,Adults,0,1,Very Cheap,XX
460,1,1,male,48.0,0,0,26.55,S,Mr,True,Middle-aged,0,1,Average,E
461,0,3,male,34.0,0,0,8.05,S,Mr,True,Adults,0,1,Cheap,XX
462,0,1,male,47.0,0,0,38.5,S,Mr,True,Middle-aged,0,1,Average,E
463,0,2,male,48.0,0,0,13.0,S,Mr,True,Middle-aged,0,1,Normal,XX
464,0,3,male,32.0,0,0,8.05,S,Mr,False,Adults,0,1,Cheap,XX
465,0,3,male,38.0,0,0,7.05,S,Mr,True,Middle-aged,0,1,Very Cheap,XX
466,0,2,male,32.0,0,0,20.662183152173913,S,Mr,False,Adults,0,3,Normal,XX
467,0,1,male,56.0,0,0,26.55,S,Mr,True,Seniors,0,1,Average,XX
468,0,3,male,32.0,0,0,7.725,Q,Mr,False,Adults,0,1,Very Cheap,XX
469,1,3,female,0.0,2,1,19.2583,C,Ms,True,Kids,3,4,Normal,XX
470,0,3,male,32.0,0,0,7.25,S,Mr,False,Adults,0,1,Very Cheap,XX
471,0,3,male,38.0,0,0,8.6625,S,Mr,True,Middle-aged,0,1,Cheap,XX
472,1,2,female,33.0,1,2,27.75,S,Mrs,True,Adults,3,3,Average,XX
473,1,2,female,23.0,0,0,13.7917,C,Mrs,True,Young Adults,0,1,Normal,D
474,0,3,female,22.0,0,0,9.8375,S,Ms,True,Young Adults,0,1,Cheap,XX
475,0,1,male,32.0,0,0,52.0,S,Mr,False,Adults,0,2,Expensive,A
476,0,2,male,34.0,1,0,21.0,S,Mr,True,Adults,1,2,Normal,XX
477,0,3,male,29.0,1,0,7.0458,S,Mr,True,Adults,1,1,Very Cheap,XX
478,0,3,male,22.0,0,0,7.5208,S,Mr,True,Young Adults,0,1,Very Cheap,XX
479,1,3,female,2.0,0,1,12.2875,S,Ms,True,Kids,1,1,Normal,XX
480,0,3,male,9.0,5,2,46.9,S,Master,True,Kids,7,6,Expensive,XX
481,0,2,male,32.0,0,0,20.662183152173913,S,Mr,False,Adults,0,1,Normal,XX
482,0,3,male,50.0,0,0,8.05,S,Mr,True,Seniors,0,1,Cheap,XX
483,1,3,female,63.0,0,0,9.5875,S,Mrs,True,Seniors,0,1,Cheap,XX
484,1,1,male,25.0,1,0,91.0792,C,Mr,True,Adults,1,2,Expensive,B
485,0,3,female,22.0,3,1,25.4667,S,Ms,False,Young Adults,4,4,Average,XX
486,1,1,female,35.0,1,0,90.0,S,Mrs,True,Middle-aged,1,2,Expensive,C
487,0,1,male,58.0,0,0,29.7,C,Mr,True,Seniors,0,1,Average,B
488,0,3,male,30.0,0,0,8.05,S,Mr,True,Adults,0,1,Cheap,XX
489,1,3,male,9.0,1,1,15.9,S,Master,True,Kids,2,2,Normal,XX
490,0,3,male,32.0,1,0,19.9667,S,Mr,False,Adults,1,1,Normal,XX
491,0,3,male,21.0,0,0,7.25,S,Mr,True,Young Adults,0,1,Very Cheap,XX
492,0,1,male,55.0,0,0,30.5,S,Mr,True,Seniors,0,1,Average,C
493,0,1,male,71.0,0,0,49.5042,C,Mr,True,Seniors,0,1,Expensive,XX
494,0,3,male,21.0,0,0,8.05,S,Mr,True,Young Adults,0,1,Cheap,XX
495,0,3,male,32.0,0,0,14.4583,C,Mr,False,Adults,0,2,Normal,XX
496,1,1,female,54.0,1,0,78.2667,C,Ms,True,Seniors,1,2,Expensive,D
497,0,3,male,32.0,0,0,15.1,S,Mr,False,Adults,0,1,Normal,XX
498,0,1,female,25.0,1,2,151.55,S,Mrs,True,Adults,3,4,Very Expensive,C
499,0,3,male,24.0,0,0,7.7958,S,Mr,True,Young Adults,0,1,Very Cheap,XX
500,0,3,male,17.0,0,0,8.6625,S,Mr,True,Teenagers,0,1,Cheap,XX
501,0,3,female,21.0,0,0,7.75,Q,Ms,True,Young Adults,0,1,Very Cheap,XX
502,0,3,female,22.0,0,0,7.6292,Q,Ms,False,Young Adults,0,1,Very Cheap,XX
503,0,3,female,37.0,0,0,9.5875,S,Ms,True,Middle-aged,0,1,Cheap,XX
504,1,1,female,16.0,0,0,86.5,S,Ms,True,Teenagers,0,3,Expensive,B
505,0,1,male,18.0,1,0,108.9,C,Mr,True,Young Adults,1,2,Very Expensive,C
506,1,2,female,33.0,0,2,26.0,S,Mrs,True,Adults,2,2,Average,XX
507,1,1,male,32.0,0,0,26.55,S,Mr,False,Adults,0,1,Average,XX
508,0,3,male,28.0,0,0,22.525,S,Mr,True,Adults,0,1,Normal,XX
509,1,3,male,26.0,0,0,56.4958,S,Mr,True,Adults,0,7,Expensive,XX
510,1,3,male,29.0,0,0,7.75,Q,Mr,True,Adults,0,1,Very Cheap,XX
511,0,3,male,32.0,0,0,8.05,S,Mr,False,Adults,0,1,Cheap,XX
512,1,1,male,36.0,0,0,26.2875,S,Mr,True,Middle-aged,0,1,Average,E
513,1,1,female,54.0,1,0,59.4,C,Mrs,True,Seniors,1,1,Expensive,XX
514,0,3,male,24.0,0,0,7.4958,S,Mr,True,Young Adults,0,1,Very Cheap,XX
515,0,1,male,47.0,0,0,34.0208,S,Mr,True,Middle-aged,0,1,Average,D
516,1,2,female,34.0,0,0,10.5,S,Mrs,True,Adults,0,1,Cheap,F
517,0,3,male,32.0,0,0,24.15,Q,Mr,False,Adults,0,3,Average,XX
518,1,2,female,36.0,1,0,26.0,S,Mrs,True,Middle-aged,1,1,Average,XX
519,0,3,male,32.0,0,0,7.8958,S,Mr,True,Adults,0,1,Cheap,XX
520,1,1,female,30.0,0,0,93.5,S,Ms,True,Adults,0,2,Expensive,B
521,0,3,male,22.0,0,0,7.8958,S,Mr,True,Young Adults,0,1,Cheap,XX
522,0,3,male,32.0,0,0,7.225,C,Mr,False,Adults,0,1,Very Cheap,XX
523,1,1,female,44.0,0,1,57.9792,C,Mrs,True,Middle-aged,1,2,Expensive,B
524,0,3,male,32.0,0,0,7.2292,C,Mr,False,Adults,0,1,Very Cheap,XX
525,0,3,male,40.0,0,0,7.75,Q,Mr,False,Middle-aged,0,1,Very Cheap,XX
526,1,2,female,50.0,0,0,10.5,S,Ms,True,Seniors,0,1,Cheap,XX
527,0,1,male,32.0,0,0,221.7792,S,Mr,False,Adults,0,1,Very Expensive,C
528,0,3,male,39.0,0,0,7.925,S,Mr,True,Middle-aged,0,1,Cheap,XX
529,0,2,male,23.0,2,1,11.5,S,Mr,True,Young Adults,3,1,Normal,XX
530,1,2,female,2.0,1,1,26.0,S,Ms,True,Kids,2,2,Average,XX
531,0,3,male,32.0,0,0,7.2292,C,Mr,False,Adults,0,1,Very Cheap,XX
532,0,3,male,17.0,1,1,7.2292,C,Mr,True,Teenagers,2,1,Very Cheap,XX
533,1,3,female,35.0,0,2,22.3583,C,Mrs,False,Middle-aged,2,2,Normal,XX
534,0,3,female,30.0,0,0,8.6625,S,Ms,True,Adults,0,1,Cheap,XX
535,1,2,female,7.0,0,2,26.25,S,Ms,True,Kids,2,3,Average,XX
536,0,1,male,45.0,0,0,26.55,S,Noble,True,Middle-aged,0,1,Average,B
537,1,1,female,30.0,0,0,106.425,C,Ms,True,Adults,0,2,Very Expensive,XX
538,0,3,male,32.0,0,0,14.5,S,Mr,False,Adults,0,1,Normal,XX
539,1,1,female,22.0,0,2,49.5,C,Ms,True,Young Adults,2,1,Expensive,B
540,1,1,female,36.0,0,2,71.0,S,Ms,True,Middle-aged,2,2,Expensive,B
541,0,3,female,9.0,4,2,31.275,S,Ms,True,Kids,6,7,Average,XX
542,0,3,female,11.0,4,2,31.275,S,Ms,True,Kids,6,7,Average,XX
543,1,2,male,32.0,1,0,26.0,S,Mr,True,Adults,1,2,Average,XX
544,0,1,male,50.0,1,0,106.425,C,Mr,True,Seniors,1,2,Very Expensive,C
545,0,1,male,64.0,0,0,26.0,S,Mr,True,Seniors,0,1,Average,XX
546,1,2,female,19.0,1,0,26.0,S,Mrs,True,Young Adults,1,2,Average,XX
547,1,2,male,32.0,0,0,13.8625,C,Mr,False,Adults,0,1,Normal,XX
548,0,3,male,33.0,1,1,20.525,S,Mr,True,Adults,2,3,Normal,XX
549,1,2,male,8.0,1,1,36.75,S,Master,True,Kids,2,2,Average,XX
550,1,1,male,17.0,0,2,110.8833,C,Mr,True,Teenagers,2,4,Very Expensive,C
551,0,2,male,27.0,0,0,26.0,S,Mr,True,Adults,0,1,Average,XX
552,0,3,male,32.0,0,0,7.8292,Q,Mr,False,Adults,0,1,Cheap,XX
553,1,3,male,22.0,0,0,7.225,C,Mr,True,Young Adults,0,1,Very Cheap,XX
554,1,3,female,22.0,0,0,7.775,S,Ms,True,Young Adults,0,1,Very Cheap,XX
555,0,1,male,62.0,0,0,26.55,S,Mr,True,Seniors,0,1,Average,XX
556,1,1,female,48.0,1,0,39.6,C,Noble,True,Middle-aged,1,1,Average,A
557,0,1,male,32.0,0,0,227.525,C,Mr,False,Adults,0,4,Very Expensive,XX
558,1,1,female,39.0,1,1,79.65,S,Mrs,True,Middle-aged,2,3,Expensive,E
559,1,3,female,36.0,1,0,17.4,S,Mrs,True,Middle-aged,1,1,Normal,XX
560,0,3,male,32.0,0,0,7.75,Q,Mr,False,Adults,0,1,Very Cheap,XX
561,0,3,male,40.0,0,0,7.8958,S,Mr,True,Middle-aged,0,1,Cheap,XX
562,0,2,male,28.0,0,0,13.5,S,Mr,True,Adults,0,1,Normal,XX
563,0,3,male,32.0,0,0,8.05,S,Mr,False,Adults,0,1,Cheap,XX
564,0,3,female,22.0,0,0,8.05,S,Ms,False,Young Adults,0,1,Cheap,XX
565,0,3,male,24.0,2,0,24.15,S,Mr,True,Young Adults,2,2,Average,XX
566,0,3,male,19.0,0,0,7.8958,S,Mr,True,Young Adults,0,1,Cheap,XX
567,0,3,female,29.0,0,4,21.075,S,Mrs,True,Adults,4,4,Normal,XX
568,0,3,male,32.0,0,0,7.2292,C,Mr,False,Adults,0,1,Very Cheap,XX
569,1,3,male,32.0,0,0,7.8542,S,Mr,True,Adults,0,1,Cheap,XX
570,1,2,male,62.0,0,0,10.5,S,Mr,True,Seniors,0,1,Cheap,XX
571,1,1,female,53.0,2,0,51.4792,S,Mrs,True,Seniors,2,1,Expensive,C
572,1,1,male,36.0,0,0,26.3875,S,Mr,True,Middle-aged,0,1,Average,E
573,1,3,female,22.0,0,0,7.75,Q,Ms,False,Young Adults,0,1,Very Cheap,XX
574,0,3,male,16.0,0,0,8.05,S,Mr,True,Teenagers,0,1,Cheap,XX
575,0,3,male,19.0,0,0,14.5,S,Mr,True,Young Adults,0,2,Normal,XX
576,1,2,female,34.0,0,0,13.0,S,Ms,True,Adults,0,1,Normal,XX
577,1,1,female,39.0,1,0,55.9,S,Mrs,True,Middle-aged,1,2,Expensive,E
578,0,3,female,35.0,1,0,14.4583,C,Mrs,False,Middle-aged,1,1,Normal,XX
579,1,3,male,32.0,0,0,7.925,S,Mr,True,Adults,0,1,Cheap,XX
580,1,2,female,25.0,1,1,30.0,S,Ms,True,Adults,2,1,Average,XX
581,1,1,female,39.0,1,1,110.8833,C,Mrs,True,Middle-aged,2,4,Very Expensive,C
582,0,2,male,54.0,0,0,26.0,S,Mr,True,Seniors,0,2,Average,XX
583,0,1,male,36.0,0,0,40.125,C,Mr,True,Middle-aged,0,1,Average,A
584,0,3,male,32.0,0,0,8.7125,C,Mr,False,Adults,0,1,Cheap,XX
585,1,1,female,18.0,0,2,79.65,S,Ms,True,Young Adults,2,3,Expensive,E
586,0,2,male,47.0,0,0,15.0,S,Mr,True,Middle-aged,0,1,Normal,XX
587,1,1,male,60.0,1,1,79.2,C,Mr,True,Seniors,2,1,Expensive,B
588,0,3,male,22.0,0,0,8.05,S,Mr,True,Young Adults,0,1,Cheap,XX
589,0,3,male,32.0,0,0,8.05,S,Mr,False,Adults,0,1,Cheap,XX
590,0,3,male,35.0,0,0,7.125,S,Mr,True,Middle-aged,0,1,Very Cheap,XX
591,1,1,female,52.0,1,0,78.2667,C,Mrs,True,Seniors,1,2,Expensive,D
592,0,3,male,47.0,0,0,7.25,S,Mr,True,Middle-aged,0,1,Very Cheap,XX
593,0,3,female,22.0,0,2,7.75,Q,Ms,False,Young Adults,2,1,Very Cheap,XX
594,0,2,male,37.0,1,0,26.0,S,Mr,True,Middle-aged,1,1,Average,XX
595,0,3,male,36.0,1,1,24.15,S,Mr,True,Middle-aged,2,3,Average,XX
596,1,2,female,22.0,0,0,33.0,S,Ms,False,Young Adults,0,3,Average,XX
597,0,3,male,49.0,0,0,0.0,S,Mr,True,Middle-aged,0,1,Very Cheap,XX
598,0,3,male,32.0,0,0,7.225,C,Mr,False,Adults,0,1,Very Cheap,XX
599,1,1,male,49.0,1,0,56.9292,C,Noble,True,Middle-aged,1,2,Expensive,A
600,1,2,female,24.0,2,1,27.0,S,Mrs,True,Young Adults,3,2,Average,XX
601,0,3,male,32.0,0,0,7.8958,S,Mr,False,Adults,0,1,Cheap,XX
602,0,1,male,32.0,0,0,42.4,S,Mr,False,Adults,0,1,Expensive,XX
603,0,3,male,44.0,0,0,8.05,S,Mr,True,Middle-aged,0,1,Cheap,XX
604,1,1,male,35.0,0,0,26.55,C,Mr,True,Middle-aged,0,1,Average,XX
605,0,3,male,36.0,1,0,15.55,S,Mr,True,Middle-aged,1,1,Normal,XX
606,0,3,male,30.0,0,0,7.8958,S,Mr,True,Adults,0,1,Cheap,XX
607,1,1,male,27.0,0,0,30.5,S,Mr,True,Adults,0,1,Average,XX
608,1,2,female,22.0,1,2,41.5792,C,Mrs,True,Young Adults,3,3,Expensive,XX
609,1,1,female,40.0,0,0,153.4625,S,Ms,True,Middle-aged,0,3,Very Expensive,C
610,0,3,female,39.0,1,5,31.275,S,Mrs,True,Middle-aged,6,7,Average,XX
