,Survived,Pclass,SibSp,Parch,Embarked,Title,Age_true,AgeGroup,FareGroup,CabinLvl
446,1,2,0,1,S,Ms,True,Teenagers,Normal,XX
447,1,1,0,0,S,Mr,True,Adults,Average,XX
448,1,3,2,1,C,Ms,True,Kids,Normal,XX
449,1,1,0,0,S,Noble,True,Seniors,Average,C
450,0,2,1,2,S,Mr,True,Middle-aged,Average,XX
451,0,3,1,0,S,Mr,False,Adults,Normal,XX
452,0,1,0,0,C,Mr,True,Adults,Average,C
453,1,1,1,0,C,Mr,True,Middle-aged,Expensive,C
454,0,3,0,0,S,Mr,False,Adults,Cheap,XX
455,1,3,0,0,C,Mr,True,Adults,Cheap,XX
456,0,1,0,0,S,Mr,True,Seniors,Average,E
457,1,1,1,0,S,Mrs,False,Middle-aged,Expensive,D
458,1,2,0,0,S,Ms,True,Seniors,Cheap,XX
459,0,3,0,0,Q,Mr,False,Adults,Very Cheap,XX
460,1,1,0,0,S,Mr,True,Middle-aged,Average,E
461,0,3,0,0,S,Mr,True,Adults,Cheap,XX
462,0,1,0,0,S,Mr,True,Middle-aged,Average,E
463,0,2,0,0,S,Mr,True,Middle-aged,Normal,XX
464,0,3,0,0,S,Mr,False,Adults,Cheap,XX
465,0,3,0,0,S,Mr,True,Middle-aged,Very Cheap,XX
466,0,2,0,0,S,Mr,False,Adults,Normal,XX
467,0,1,0,0,S,Mr,True,Seniors,Average,XX
468,0,3,0,0,Q,Mr,False,Adults,Very Cheap,XX
469,1,3,2,1,C,Ms,True,Kids,Normal,XX
470,0,3,0,0,S,Mr,False,Adults,Very Cheap,XX
471,0,3,0,0,S,Mr,True,Middle-aged,Cheap,XX
472,1,2,1,2,S,Mrs,True,Adults,Average,XX
473,1,2,0,0,C,Mrs,True,Young Adults,Normal,D
474,0,3,0,0,S,Ms,True,Young Adults,Cheap,XX
475,0,1,0,0,S,Mr,False,Adults,Expensive,A
476,0,2,1,0,S,Mr,True,Adults,Normal,XX
477,0,3,1,0,S,Mr,True,Adults,Very Cheap,XX
478,0,3,0,0,S,Mr,True,Young Adults,Very Cheap,XX
479,1,3,0,1,S,Ms,True,Kids,Normal,XX
480,0,3,5,2,S,Master,True,Kids,Expensive,XX
481,0,2,0,0,S,Mr,False,Adults,Normal,XX
482,0,3,0,0,S,Mr,True,Seniors,Cheap,XX
483,1,3,0,0,S,Mrs,True,Seniors,Cheap,XX
484,1,1,1,0,C,Mr,True,Adults,Expensive,B
485,0,3,3,1,S,Ms,False,Young Adults,Average,XX
486,1,1,1,0,S,Mrs,True,Middle-aged,Expensive,C
487,0,1,0,0,C,Mr,True,Seniors,Average,B
488,0,3,0,0,S,Mr,True,Adults,Cheap,XX
489,1,3,1,1,S,Master,True,Kids,Normal,XX
490,0,3,1,0,S,Mr,False,Adults,Normal,XX
491,0,3,0,0,S,Mr,True,Young Adults,Very Cheap,XX
492,0,1,0,0,S,Mr,True,Seniors,Average,C
493,0,1,0,0,C,Mr,True,Seniors,Expensive,XX
494,0,3,0,0,S,Mr,True,Young Adults,Cheap,XX
495,0,3,0,0,C,Mr,False,Adults,Normal,XX
496,1,1,1,0,C,Ms,True,Seniors,Expensive,D
497,0,3,0,0,S,Mr,False,Adults,Normal,XX
498,0,1,1,2,S,Mrs,True,Adults,Very Expensive,C
499,0,3,0,0,S,Mr,True,Young Adults,Very Cheap,XX
500,0,3,0,0,S,Mr,True,Teenagers,Cheap,XX
501,0,3,0,0,Q,Ms,True,Young Adults,Very Cheap,XX
502,0,3,0,0,Q,Ms,False,Young Adults,Very Cheap,XX
503,0,3,0,0,S,Ms,True,Middle-aged,Cheap,XX
504,1,1,0,0,S,Ms,True,Teenagers,Expensive,B
505,0,1,1,0,C,Mr,True,Young Adults,Very Expensive,C
506,1,2,0,2,S,Mrs,True,Adults,Average,XX
507,1,1,0,0,S,Mr,False,Adults,Average,XX
508,0,3,0,0,S,Mr,True,Adults,Normal,XX
509,1,3,0,0,S,Mr,True,Adults,Expensive,XX
510,1,3,0,0,Q,Mr,True,Adults,Very Cheap,XX
511,0,3,0,0,S,Mr,False,Adults,Cheap,XX
512,1,1,0,0,S,Mr,True,Middle-aged,Average,E
513,1,1,1,0,C,Mrs,True,Seniors,Expensive,XX
514,0,3,0,0,S,Mr,True,Young Adults,Very Cheap,XX
515,0,1,0,0,S,Mr,True,Middle-aged,Average,D
516,1,2,0,0,S,Mrs,True,Adults,Cheap,F
517,0,3,0,0,Q,Mr,False,Adults,Average,XX
518,1,2,1,0,S,Mrs,True,Middle-aged,Average,XX
519,0,3,0,0,S,Mr,True,Adults,Cheap,XX
520,1,1,0,0,S,Ms,True,Adults,Expensive,B
521,0,3,0,0,S,Mr,True,Young Adults,Cheap,XX
522,0,3,0,0,C,Mr,False,Adults,Very Cheap,XX
523,1,1,0,1,C,Mrs,True,Middle-aged,Expensive,B
524,0,3,0,0,C,Mr,False,Adults,Very Cheap,XX
525,0,3,0,0,Q,Mr,False,Middle-aged,Very Cheap,XX
526,1,2,0,0,S,Ms,True,Seniors,Cheap,XX
527,0,1,0,0,S,Mr,False,Adults,Very Expensive,C
528,0,3,0,0,S,Mr,True,Middle-aged,Cheap,XX
529,0,2,2,1,S,Mr,True,Young Adults,Normal,XX
530,1,2,1,1,S,Ms,True,Kids,Average,XX
531,0,3,0,0,C,Mr,False,Adults,Very Cheap,XX
532,0,3,1,1,C,Mr,True,Teenagers,Very Cheap,XX
533,1,3,0,2,C,Mrs,False,Middle-aged,Normal,XX
534,0,3,0,0,S,Ms,True,Adults,Cheap,XX
535,1,2,0,2,S,Ms,True,Kids,Average,XX
536,0,1,0,0,S,Noble,True,Middle-aged,Average,B
537,1,1,0,0,C,Ms,True,Adults,Very Expensive,XX
538,0,3,0,0,S,Mr,False,Adults,Normal,XX
539,1,1,0,2,C,Ms,True,Young Adults,Expensive,B
540,1,1,0,2,S,Ms,True,Middle-aged,Expensive,B
541,0,3,4,2,S,Ms,True,Kids,Average,XX
542,0,3,4,2,S,Ms,True,Kids,Average,XX
543,1,2,1,0,S,Mr,True,Adults,Average,XX
544,0,1,1,0,C,Mr,True,Seniors,Very Expensive,C
545,0,1,0,0,S,Mr,True,Seniors,Average,XX
546,1,2,1,0,S,Mrs,True,Young Adults,Average,XX
547,1,2,0,0,C,Mr,False,Adults,Normal,XX
548,0,3,1,1,S,Mr,True,Adults,Normal,XX
549,1,2,1,1,S,Master,True,Kids,Average,XX
550,1,1,0,2,C,Mr,True,Teenagers,Very Expensive,C
551,0,2,0,0,S,Mr,True,Adults,Average,XX
552,0,3,0,0,Q,Mr,False,Adults,Cheap,XX
553,1,3,0,0,C,Mr,True,Young Adults,Very Cheap,XX
554,1,3,0,0,S,Ms,True,Young Adults,Very Cheap,XX
555,0,1,0,0,S,Mr,True,Seniors,Average,XX
556,1,1,1,0,C,Noble,True,Middle-aged,Average,A
557,0,1,0,0,C,Mr,False,Adults,Very Expensive,XX
558,1,1,1,1,S,Mrs,True,Middle-aged,Expensive,E
559,1,3,1,0,S,Mrs,True,Middle-aged,Normal,XX
560,0,3,0,0,Q,Mr,False,Adults,Very Cheap,XX
561,0,3,0,0,S,Mr,True,Middle-aged,Cheap,XX
562,0,2,0,0,S,Mr,True,Adults,Normal,XX
563,0,3,0,0,S,Mr,False,Adults,Cheap,XX
564,0,3,0,0,S,Ms,False,Young Adults,Cheap,XX
565,0,3,2,0,S,Mr,True,Young Adults,Average,XX
566,0,3,0,0,S,Mr,True,Young Adults,Cheap,XX
567,0,3,0,4,S,Mrs,True,Adults,Normal,XX
568,0,3,0,0,C,Mr,False,Adults,Very Cheap,XX
569,1,3,0,0,S,Mr,True,Adults,Cheap,XX
570,1,2,0,0,S,Mr,True,Seniors,Cheap,XX
571,1,1,2,0,S,Mrs,True,Seniors,Expensive,C
572,1,1,0,0,S,Mr,True,Middle-aged,Average,E
573,1,3,0,0,Q,Ms,False,Young Adults,Very Cheap,XX
574,0,3,0,0,S,Mr,True,Teenagers,Cheap,XX
575,0,3,0,0,S,Mr,True,Young Adults,Normal,XX
576,1,2,0,0,S,Ms,True,Adults,Normal,XX
577,1,1,1,0,S,Mrs,True,Middle-aged,Expensive,E
578,0,3,1,0,C,Mrs,False,Middle-aged,Normal,XX
579,1,3,0,0,S,Mr,True,Adults,Cheap,XX
580,1,2,1,1,S,Ms,True,Adults,Average,XX
581,1,1,1,1,C,Mrs,True,Middle-aged,Very Expensive,C
582,0,2,0,0,S,Mr,True,Seniors,Average,XX
583,0,1,0,0,C,Mr,True,Middle-aged,Average,A
584,0,3,0,0,C,Mr,False,Adults,Cheap,XX
585,1,1,0,2,S,Ms,True,Young Adults,Expensive,E
586,0,2,0,0,S,Mr,True,Middle-aged,Normal,XX
587,1,1,1,1,C,Mr,True,Seniors,Expensive,B
588,0,3,0,0,S,Mr,True,Young Adults,Cheap,XX
589,0,3,0,0,S,Mr,False,Adults,Cheap,XX
590,0,3,0,0,S,Mr,True,Middle-aged,Very Cheap,XX
591,1,1,1,0,C,Mrs,True,Seniors,Expensive,D
592,0,3,0,0,S,Mr,True,Middle-aged,Very Cheap,XX
593,0,3,0,2,Q,Ms,False,Young Adults,Very Cheap,XX
594,0,2,1,0,S,Mr,True,Middle-aged,Average,XX
595,0,3,1,1,S,Mr,True,Middle-aged,Average,XX
596,1,2,0,0,S,Ms,False,Young Adults,Average,XX
597,0,3,0,0,S,Mr,True,Middle-aged,Very Cheap,XX
598,0,3,0,0,C,Mr,False,Adults,Very Cheap,XX
599,1,1,1,0,C,Noble,True,Middle-aged,Expensive,A
600,1,2,2,1,S,Mrs,True,Young Adults,Average,XX
601,0,3,0,0,S,Mr,False,Adults,Cheap,XX
602,0,1,0,0,S,Mr,False,Adults,Expensive,XX
603,0,3,0,0,S,Mr,True,Middle-aged,Cheap,XX
604,1,1,0,0,C,Mr,True,Middle-aged,Average,XX
605,0,3,1,0,S,Mr,True,Middle-aged,Normal,XX
606,0,3,0,0,S,Mr,True,Adults,Cheap,XX
607,1,1,0,0,S,Mr,True,Adults,Average,XX
608,1,2,1,2,C,Mrs,True,Young Adults,Expensive,XX
609,1,1,0,0,S,Ms,True,Middle-aged,Very Expensive,C
610,0,3,1,5,S,Mrs,True,Middle-aged,Average,XX
611,0,3,0,0,S,Mr,False,Adults,Very Cheap,XX
612,1,3,1,0,Q,Ms,False,Young Adults,Normal,XX
613,0,3,0,0,Q,Mr,False,Adults,Very Cheap,XX
614,0,3,0,0,S,Mr,True,Middle-aged,Cheap,XX
615,1,2,1,2,S,Ms,True,Young Adults,Expensive,XX
616,0,3,1,1,S,Mr,True,Adults,Normal,XX
617,0,3,1,0,S,Mrs,True,Adults,Normal,XX
618,1,2,2,1,S,Ms,True,Kids,Average,F
619,0,2,0,0,S,Mr,True,Adults,Cheap,XX
620,0,3,1,0,C,Mr,True,Adults,Normal,XX
621,1,1,1,0,S,Mr,True,Middle-aged,Expensive,D
622,1,3,1,1,C,Mr,True,Young Adults,Normal,XX
623,0,3,0,0,S,Mr,True,Young Adults,Cheap,XX
624,0,3,0,0,S,Mr,True,Young Adults,Normal,XX
625,0,1,0,0,S,Mr,True,Seniors,Average,D
626,0,2,0,0,Q,Noble,True,Seniors,Normal,XX
627,1,1,0,0,S,Ms,True,Young Adults,Expensive,D
628,0,3,0,0,S,Mr,True,Adults,Cheap,XX
629,0,3,0,0,Q,Mr,False,Adults,Very Cheap,XX
630,1,1,0,0,S,Mr,True,Seniors,Average,A
631,0,3,0,0,S,Mr,True,Seniors,Very Cheap,XX
632,1,1,0,0,C,Noble,True,Adults,Average,B
633,0,1,0,0,S,Mr,False,Adults,Expensive,XX
634,0,3,3,2,S,Ms,True,Kids,Average,XX
635,1,2,0,0,S,Ms,True,Adults,Normal,XX
636,0,3,0,0,S,Mr,True,Adults,Cheap,XX
637,0,2,1,1,S,Mr,True,Adults,Average,XX
638,0,3,0,5,S,Mrs,True,Middle-aged,Average,XX
639,0,3,1,0,S,Mr,False,Adults,Normal,XX
640,0,3,0,0,S,Mr,True,Young Adults,Cheap,XX
641,1,1,0,0,C,Ms,True,Young Adults,Expensive,B
642,0,3,3,2,S,Ms,True,Kids,Average,XX
643,1,3,0,0,S,Mr,False,Adults,Expensive,XX
644,1,3,2,1,C,Ms,True,Kids,Normal,XX
645,1,1,1,0,C,Mr,True,Middle-aged,Expensive,D
646,0,3,0,0,S,Mr,True,Young Adults,Cheap,XX
647,1,1,0,0,C,Noble,True,Seniors,Average,A
648,0,3,0,0,S,Mr,False,Adults,Very Cheap,XX
649,1,3,0,0,S,Ms,True,Young Adults,Very Cheap,XX
650,0,3,0,0,S,Mr,False,Adults,Cheap,XX
651,1,2,0,1,S,Ms,True,Young Adults,Normal,XX
652,0,3,0,0,S,Mr,True,Young Adults,Cheap,XX
653,1,3,0,0,Q,Ms,False,Young Adults,Cheap,XX
654,0,3,0,0,Q,Ms,True,Young Adults,Very Cheap,XX
655,0,2,2,0,S,Mr,True,Young Adults,Expensive,XX
656,0,3,0,0,S,Mr,False,Adults,Cheap,XX
657,0,3,1,1,Q,Mrs,True,Adults,Normal,XX
658,0,2,0,0,S,Mr,True,Young Adults,Normal,XX
659,0,1,0,2,C,Mr,True,Seniors,Very Expensive,D
660,1,1,2,0,S,Noble,True,Seniors,Very Expensive,XX
661,0,3,0,0,C,Mr,True,Middle-aged,Very Cheap,XX
662,0,1,0,0,S,Mr,True,Middle-aged,Average,E
663,0,3,0,0,S,Mr,True,Middle-aged,Very Cheap,XX
664,1,3,1,0,S,Mr,True,Young Adults,Cheap,XX
665,0,2,2,0,S,Mr,True,Adults,Expensive,XX
666,0,2,0,0,S,Mr,True,Adults,Normal,XX
667,0,3,0,0,S,Mr,False,Adults,Very Cheap,XX
668,0,3,0,0,S,Mr,True,Middle-aged,Cheap,XX
669,1,1,1,0,S,Mrs,False,Middle-aged,Expensive,C
670,1,2,1,1,S,Mrs,True,Middle-aged,Average,XX
671,0,1,1,0,S,Mr,True,Adults,Expensive,B
672,0,2,0,0,S,Mr,True,Seniors,Cheap,XX
673,1,2,0,0,S,Mr,True,Adults,Normal,XX
674,0,2,0,0,S,Mr,False,Adults,Normal,XX
675,0,3,0,0,S,Mr,True,Young Adults,Very Cheap,XX
676,0,3,0,0,S,Mr,False,Young Adults,Cheap,XX
677,1,3,0,0,S,Ms,True,Young Adults,Cheap,XX
678,0,3,1,6,S,Mrs,True,Middle-aged,Expensive,XX
679,1,1,0,1,C,Mr,True,Middle-aged,Very Expensive,B
680,0,3,0,0,Q,Ms,False,Young Adults,Cheap,XX
681,1,1,0,0,C,Mr,True,Adults,Expensive,D
682,0,3,0,0,S,Mr,True,Young Adults,Cheap,XX
683,0,3,5,2,S,Mr,True,Teenagers,Expensive,XX
684,0,2,1,1,S,Mr,True,Seniors,Average,XX
685,0,2,1,2,C,Mr,True,Adults,Expensive,XX
686,0,3,4,1,S,Mr,True,Teenagers,Average,XX
687,0,3,0,0,S,Mr,True,Young Adults,Cheap,XX
688,0,3,0,0,S,Mr,True,Young Adults,Very Cheap,XX
689,1,1,0,1,S,Ms,True,Teenagers,Very Expensive,B
690,1,1,1,0,S,Mr,True,Adults,Expensive,B
691,1,3,0,1,C,Ms,True,Kids,Normal,XX
692,1,3,0,0,S,Mr,False,Adults,Expensive,XX
693,0,3,0,0,C,Mr,True,Adults,Very Cheap,XX
694,0,1,0,0,S,Noble,True,Seniors,Average,XX
695,0,2,0,0,S,Mr,True,Seniors,Normal,XX
696,0,3,0,0,S,Mr,True,Middle-aged,Cheap,XX
697,1,3,0,0,Q,Ms,False,Young Adults,Very Cheap,XX
698,0,1,1,1,C,Mr,True,Middle-aged,Very Expensive,C
699,0,3,0,0,S,Mr,True,Middle-aged,Very Cheap,F
700,1,1,1,0,C,Mrs,True,Young Adults,Very Expensive,C
701,1,1,0,0,S,Mr,True,Middle-aged,Average,E
702,0,3,0,1,C,Ms,True,Young Adults,Normal,XX
703,0,3,0,0,Q,Mr,True,Adults,Very Cheap,XX
704,0,3,1,0,S,Mr,True,Adults,Cheap,XX
705,0,2,0,0,S,Mr,True,Middle-aged,Average,XX
706,1,2,0,0,S,Mrs,True,Middle-aged,Normal,XX
707,1,1,0,0,S,Mr,True,Middle-aged,Average,E
708,1,1,0,0,S,Ms,True,Young Adults,Very Expensive,XX
709,1,3,1,1,C,Master,False,Kids,Normal,XX
710,1,1,0,0,C,Ms,True,Young Adults,Expensive,C
711,0,1,0,0,S,Mr,False,Adults,Average,C
712,1,1,1,0,S,Mr,True,Middle-aged,Expensive,C
713,0,3,0,0,S,Mr,True,Adults,Cheap,XX
714,0,2,0,0,S,Mr,True,Seniors,Normal,XX
715,0,3,0,0,S,Mr,True,Young Adults,Very Cheap,F
716,1,1,0,0,C,Ms,True,Middle-aged,Very Expensive,C
717,1,2,0,0,S,Ms,True,Adults,Cheap,E
718,0,3,0,0,Q,Mr,False,Adults,Normal,XX
719,0,3,0,0,S,Mr,True,Adults,Very Cheap,XX
720,1,2,0,1,S,Ms,True,Kids,Average,XX
721,0,3,1,0,S,Mr,True,Teenagers,Very Cheap,XX
722,0,2,0,0,S,Mr,True,Adults,Normal,XX
723,0,2,0,0,S,Mr,True,Seniors,Normal,XX
724,1,1,1,0,S,Mr,True,Adults,Expensive,E
725,0,3,0,0,S,Mr,True,Young Adults,Cheap,XX
726,1,2,3,0,S,Mrs,True,Adults,Normal,XX
727,1,3,0,0,Q,Ms,False,Young Adults,Very Cheap,XX
728,0,2,1,0,S,Mr,True,Adults,Average,XX
729,0,3,1,0,S,Ms,True,Adults,Cheap,XX
730,1,1,0,0,S,Ms,True,Adults,Very Expensive,B
731,0,3,0,0,C,Mr,True,Kids,Normal,XX
732,0,2,0,0,S,Mr,False,Adults,Normal,XX
733,0,2,0,0,S,Mr,True,Young Adults,Normal,XX
734,0,2,0,0,S,Mr,True,Young Adults,Normal,XX
735,0,3,0,0,S,Mr,False,Adults,Normal,XX
736,0,3,1,3,S,Mrs,True,Middle-aged,Average,XX
737,1,1,0,0,C,Mr,True,Middle-aged,Very Expensive,B
738,0,3,0,0,S,Mr,False,Adults,Cheap,XX
739,0,3,0,0,S,Mr,False,Adults,Cheap,XX
740,1,1,0,0,S,Mr,False,Adults,Average,D
741,0,1,1,0,S,Mr,True,Middle-aged,Expensive,C
742,1,1,2,2,C,Ms,True,Young Adults,Very Expensive,B
743,0,3,1,0,S,Mr,True,Young Adults,Normal,XX
744,1,3,0,0,S,Mr,True,Adults,Cheap,XX
745,0,1,1,1,S,Noble,True,Seniors,Expensive,B
746,0,3,1,1,S,Mr,True,Teenagers,Normal,XX
747,1,2,0,0,S,Ms,True,Adults,Normal,XX
748,0,1,1,0,S,Mr,True,Young Adults,Expensive,D
749,0,3,0,0,Q,Mr,True,Adults,Very Cheap,XX
750,1,2,1,1,S,Ms,True,Kids,Normal,XX
751,1,3,0,1,S,Master,True,Kids,Normal,E
752,0,3,0,0,S,Mr,True,Adults,Cheap,XX
753,0,3,0,0,S,Mr,True,Young Adults,Cheap,XX
754,1,2,1,2,S,Mrs,True,Middle-aged,Expensive,XX
755,1,2,1,1,S,Master,True,Kids,Normal,XX
756,0,3,0,0,S,Mr,True,Adults,Very Cheap,XX
757,0,2,0,0,S,Mr,True,Young Adults,Normal,XX
758,0,3,0,0,S,Mr,True,Adults,Cheap,XX
759,1,1,0,0,S,Ms,True,Adults,Expensive,B
760,0,3,0,0,S,Mr,False,Adults,Normal,XX
761,0,3,0,0,S,Mr,True,Middle-aged,Very Cheap,XX
762,1,3,0,0,C,Mr,True,Young Adults,Very Cheap,XX
763,1,1,1,2,S,Mrs,True,Middle-aged,Very Expensive,B
764,0,3,0,0,S,Mr,True,Teenagers,Very Cheap,XX
765,1,1,1,0,S,Mrs,True,Seniors,Expensive,D
766,0,1,0,0,C,Noble,False,Middle-aged,Average,XX
767,0,3,0,0,Q,Ms,False,Adults,Very Cheap,XX
768,0,3,1,0,Q,Mr,False,Adults,Average,XX
769,0,3,0,0,S,Mr,True,Adults,Cheap,XX
770,0,3,0,0,S,Mr,True,Young Adults,Cheap,XX
771,0,3,0,0,S,Mr,True,Middle-aged,Cheap,XX
772,0,2,0,0,S,Mrs,True,Seniors,Cheap,E
773,0,3,0,0,C,Mr,False,Adults,Very Cheap,XX
774,1,2,1,3,S,Mrs,True,Seniors,Normal,XX
775,0,3,0,0,S,Mr,True,Young Adults,Very Cheap,XX
776,0,3,0,0,Q,Mr,False,Adults,Very Cheap,F
777,1,3,0,0,S,Ms,True,Kids,Normal,XX
778,0,3,0,0,Q,Mr,False,Adults,Very Cheap,XX
779,1,1,0,1,S,Mrs,True,Middle-aged,Very Expensive,B
780,1,3,0,0,C,Ms,True,Teenagers,Very Cheap,XX
781,1,1,1,0,S,Mrs,True,Teenagers,Expensive,B
782,0,1,0,0,S,Mr,True,Adults,Average,D
783,0,3,1,2,S,Mr,False,Adults,Average,XX
784,0,3,0,0,S,Mr,True,Adults,Very Cheap,XX
785,0,3,0,0,S,Mr,True,Adults,Very Cheap,XX
786,1,3,0,0,S,Ms,True,Young Adults,Very Cheap,XX
787,0,3,4,1,Q,Master,True,Kids,Average,XX
788,1,3,1,2,S,Master,True,Kids,Normal,XX
789,0,1,0,0,C,Mr,True,Middle-aged,Expensive,B
790,0,3,0,0,Q,Mr,False,Adults,Very Cheap,XX
791,0,2,0,0,S,Mr,True,Teenagers,Average,XX
792,0,3,8,2,S,Ms,False,Young Adults,Expensive,XX
793,0,1,0,0,C,Mr,False,Adults,Average,XX
794,0,3,0,0,S,Mr,True,Adults,Cheap,XX
795,0,2,0,0,S,Mr,True,Middle-aged,Normal,XX
796,1,1,0,0,S,Noble,True,Middle-aged,Average,D
797,1,3,0,0,S,Mrs,True,Adults,Cheap,XX
798,0,3,0,0,C,Mr,True,Adults,Very Cheap,XX
799,0,3,1,1,S,Mrs,True,Adults,Average,XX
800,0,2,0,0,S,Mr,True,Adults,Normal,XX
801,1,2,1,1,S,Mrs,True,Adults,Average,XX
802,1,1,1,2,S,Master,True,Kids,Very Expensive,B
803,1,3,0,1,C,Master,True,Kids,Cheap,XX
804,1,3,0,0,S,Mr,True,Adults,Very Cheap,XX
805,0,3,0,0,S,Mr,True,Adults,Very Cheap,XX
806,0,1,0,0,S,Mr,True,Middle-aged,Expensive,A
807,0,3,0,0,S,Ms,True,Young Adults,Very Cheap,XX
808,0,2,0,0,S,Mr,True,Middle-aged,Normal,XX
809,1,1,1,0,S,Mrs,True,Adults,Expensive,E
810,0,3,0,0,S,Mr,True,Adults,Cheap,XX
811,0,3,0,0,S,Mr,True,Middle-aged,Average,XX
812,0,2,0,0,S,Mr,True,Middle-aged,Cheap,XX
813,0,3,4,2,S,Ms,True,Kids,Average,XX
814,0,3,0,0,S,Mr,False,Adults,Cheap,XX
815,0,1,0,0,S,Mr,False,Adults,Expensive,B
816,0,3,0,0,S,Ms,True,Young Adults,Cheap,XX
817,0,2,1,1,C,Mr,True,Adults,Average,XX
818,0,3,0,0,S,Mr,True,Middle-aged,Very Cheap,XX
819,0,3,3,2,S,Master,True,Kids,Average,XX
820,1,1,1,1,S,Mrs,True,Seniors,Expensive,B
821,1,3,0,0,S,Mr,True,Adults,Cheap,XX
822,0,1,0,0,S,Noble,True,Middle-aged,Expensive,XX
823,1,3,0,1,S,Mrs,True,Adults,Normal,E
824,0,3,4,1,S,Master,True,Kids,Average,XX
825,0,3,0,0,Q,Mr,False,Adults,Very Cheap,XX
826,0,3,0,0,S,Mr,False,Adults,Expensive,XX
827,1,2,0,2,C,Master,True,Kids,Average,XX
828,1,3,0,0,Q,Mr,False,Adults,Very Cheap,XX
829,1,1,0,0,S,Mrs,True,Seniors,Expensive,B
830,1,3,1,0,C,Mrs,True,Teenagers,Normal,XX
831,1,2,1,1,S,Master,True,Kids,Normal,XX
832,0,3,0,0,C,Mr,False,Adults,Very Cheap,XX
833,0,3,0,0,S,Mr,True,Young Adults,Cheap,XX
834,0,3,0,0,S,Mr,True,Young Adults,Cheap,XX
835,1,1,1,1,C,Ms,True,Middle-aged,Expensive,E
836,0,3,0,0,S,Mr,True,Young Adults,Cheap,XX
837,0,3,0,0,S,Mr,False,Adults,Cheap,XX
838,1,3,0,0,S,Mr,True,Adults,Expensive,XX
839,1,1,0,0,C,Mr,False,Adults,Average,C
840,0,3,0,0,S,Mr,True,Young Adults,Cheap,XX
841,0,2,0,0,S,Mr,True,Teenagers,Cheap,XX
842,1,1,0,0,C,Ms,True,Adults,Average,XX
843,0,3,0,0,C,Mr,False,Adults,Very Cheap,XX
844,0,3,0,0,S,Mr,True,Teenagers,Cheap,XX
845,0,3,0,0,S,Mr,True,Middle-aged,Very Cheap,XX
846,0,3,8,2,S,Mr,False,Adults,Expensive,XX
847,0,3,0,0,C,Mr,True,Middle-aged,Cheap,XX
848,0,2,0,1,S,Noble,True,Adults,Average,XX
849,1,1,1,0,C,Mrs,False,Middle-aged,Expensive,C
850,0,3,4,2,S,Master,True,Kids,Average,XX
851,0,3,0,0,S,Mr,True,Seniors,Very Cheap,XX
852,0,3,1,1,C,Ms,True,Kids,Normal,XX
853,1,1,0,1,S,Ms,True,Teenagers,Average,D
854,0,2,1,0,S,Mrs,True,Middle-aged,Average,XX
855,1,3,0,1,S,Mrs,True,Young Adults,Cheap,XX
856,1,1,1,1,S,Mrs,True,Middle-aged,Very Expensive,XX
857,1,1,0,0,S,Mr,True,Seniors,Average,E
858,1,3,0,3,C,Mrs,True,Young Adults,Normal,XX
859,0,3,0,0,C,Mr,False,Adults,Very Cheap,XX
860,0,3,2,0,S,Mr,True,Middle-aged,Normal,XX
861,0,2,1,0,S,Mr,True,Young Adults,Normal,XX
862,1,1,0,0,S,Mrs,True,Middle-aged,Average,D
863,0,3,8,2,S,Ms,False,Young Adults,Expensive,XX
864,0,2,0,0,S,Mr,True,Young Adults,Normal,XX
865,1,2,0,0,S,Mrs,True,Middle-aged,Normal,XX
866,1,2,1,0,C,Ms,True,Adults,Normal,XX
867,0,1,0,0,S,Mr,True,Adults,Expensive,A
868,0,3,0,0,S,Mr,False,Adults,Cheap,XX
869,1,3,1,1,S,Master,True,Kids,Normal,XX
870,0,3,0,0,S,Mr,True,Adults,Cheap,XX
871,1,1,1,1,S,Mrs,True,Middle-aged,Expensive,D
872,0,1,0,0,S,Mr,True,Adults,Very Cheap,B
873,0,3,0,0,S,Mr,True,Middle-aged,Cheap,XX
874,1,2,1,0,C,Mrs,True,Adults,Average,XX
875,1,3,0,0,C,Ms,True,Teenagers,Very Cheap,XX
876,0,3,0,0,S,Mr,True,Young Adults,Cheap,XX
877,0,3,0,0,S,Mr,True,Young Adults,Cheap,XX
878,0,3,0,0,S,Mr,False,Adults,Cheap,XX
879,1,1,0,1,C,Mrs,True,Seniors,Expensive,C
880,1,2,0,1,S,Mrs,True,Adults,Average,XX
881,0,3,0,0,S,Mr,True,Adults,Cheap,XX
882,0,3,0,0,S,Ms,True,Young Adults,Normal,XX
883,0,2,0,0,S,Mr,True,Adults,Cheap,XX
884,0,3,0,0,S,Mr,True,Adults,Very Cheap,XX
885,0,3,0,5,Q,Mrs,True,Middle-aged,Average,XX
886,0,2,0,0,S,Noble,True,Adults,Normal,XX
887,1,1,0,0,S,Ms,True,Young Adults,Average,B
888,0,3,1,2,S,Ms,False,Young Adults,Average,XX
889,1,1,0,0,C,Mr,True,Adults,Average,C
890,0,3,0,0,Q,Mr,True,Adults,Very Cheap,XX
